student_id,student_name,semester,subject_code,subject_name,faculty_id,date,class_start_time,class_end_time,time_in,time_out,status,late_entry,is_exam_week,remarks
ST1260,Student_260,6,BD403,Big Data Analytics,F105,2025-07-10,09:00,10:00,09:00,10:00,1,0,0,On time
ST1072,Student_72,4,DL402,Deep Learning,F104,2025-08-20,09:00,10:00,09:00,10:00,1,0,1,On time
ST1479,Student_479,5,AI401,Artificial Intelligence,F103,2025-01-28,09:00,10:00,09:15,10:00,1,1,0,Late
ST1115,Student_115,4,BD403,Big Data Analytics,F105,2025-02-17,09:00,10:00,09:00,10:00,1,0,0,On time
ST1179,Student_179,4,DL402,Deep Learning,F104,2025-07-25,09:00,10:00,09:00,10:00,1,0,0,On time
ST1297,Student_297,4,AI401,Artificial Intelligence,F103,2025-01-22,09:00,10:00,09:00,10:00,1,0,0,On time
ST1272,Student_272,6,AI401,Artificial Intelligence,F103,2025-07-29,09:00,10:00,09:15,10:00,1,1,0,Late
ST1295,Student_295,6,DS301,Data Science,F101,2025-03-29,09:00,10:00,,,0,0,0,Absent
ST1219,Student_219,3,BD403,Big Data Analytics,F105,2025-03-03,09:00,10:00,09:00,10:00,1,0,0,On time
ST1494,Student_494,5,AI401,Artificial Intelligence,F103,2025-06-20,09:00,10:00,09:00,10:00,1,0,1,On time
ST1328,Student_328,3,BD403,Big Data Analytics,F105,2025-02-18,09:00,10:00,,,0,0,0,Absent
ST1500,Student_500,4,DL402,Deep Learning,F104,2025-09-02,09:00,10:00,09:10,10:00,1,1,0,Late
ST1034,Student_34,3,DS301,Data Science,F101,2025-03-04,09:00,10:00,09:05,10:00,1,1,0,Late
ST1251,Student_251,6,AI401,Artificial Intelligence,F103,2025-02-14,09:00,10:00,09:00,10:00,1,0,0,On time
ST1259,Student_259,6,BD403,Big Data Analytics,F105,2025-06-20,09:00,10:00,,,0,0,1,Absent
ST1116,Student_116,5,DL402,Deep Learning,F104,2025-07-04,09:00,10:00,09:04,10:00,1,1,0,Late
ST1078,Student_78,6,ML302,Machine Learning,F102,2025-01-30,09:00,10:00,09:09,10:00,1,1,0,Late
ST1480,Student_480,5,AI401,Artificial Intelligence,F103,2025-07-17,09:00,10:00,09:00,10:00,1,0,0,On time
ST1066,Student_66,6,DL402,Deep Learning,F104,2025-04-16,09:00,10:00,09:00,10:00,1,0,0,On time
ST1141,Student_141,4,AI401,Artificial Intelligence,F103,2025-08-15,09:00,10:00,09:00,10:00,1,0,0,On time
ST1346,Student_346,4,DL402,Deep Learning,F104,2025-08-21,09:00,10:00,09:00,10:00,1,0,1,On time
ST1043,Student_43,5,DL402,Deep Learning,F104,2025-02-14,09:00,10:00,09:00,10:00,1,0,0,On time
ST1491,Student_491,3,DS301,Data Science,F101,2025-06-05,09:00,10:00,09:00,10:00,1,0,0,On time
ST1210,Student_210,5,AI401,Artificial Intelligence,F103,2025-02-11,09:00,10:00,09:00,10:00,1,0,0,On time
ST1098,Student_98,6,DS301,Data Science,F101,2025-04-29,09:00,10:00,09:14,10:00,1,1,0,Late
ST1026,Student_26,6,ML302,Machine Learning,F102,2025-06-11,09:00,10:00,09:00,10:00,1,0,0,On time
ST1088,Student_88,6,DL402,Deep Learning,F104,2025-08-19,09:00,10:00,,,0,0,1,Absent
ST1183,Student_183,4,ML302,Machine Learning,F102,2025-07-04,09:00,10:00,09:00,10:00,1,0,0,On time
ST1083,Student_83,6,DL402,Deep Learning,F104,2025-01-15,09:00,10:00,09:01,10:00,1,1,0,Late
ST1303,Student_303,5,BD403,Big Data Analytics,F105,2025-04-25,09:00,10:00,09:00,10:00,1,0,1,On time
ST1172,Student_172,5,ML302,Machine Learning,F102,2025-05-30,09:00,10:00,09:00,10:00,1,0,0,On time
ST1423,Student_423,6,DL402,Deep Learning,F104,2025-08-26,09:00,10:00,09:00,10:00,1,0,0,On time
ST1261,Student_261,4,DS301,Data Science,F101,2025-02-27,09:00,10:00,09:00,10:00,1,0,0,On time
ST1042,Student_42,6,ML302,Machine Learning,F102,2025-07-25,09:00,10:00,09:00,10:00,1,0,0,On time
ST1216,Student_216,6,DS301,Data Science,F101,2025-07-29,09:00,10:00,,,0,0,0,Absent
ST1475,Student_475,5,ML302,Machine Learning,F102,2025-04-21,09:00,10:00,,,0,0,1,Absent
ST1457,Student_457,3,ML302,Machine Learning,F102,2025-01-04,09:00,10:00,09:00,10:00,1,0,0,On time
ST1144,Student_144,5,ML302,Machine Learning,F102,2025-06-13,09:00,10:00,09:00,10:00,1,0,0,On time
ST1491,Student_491,3,ML302,Machine Learning,F102,2025-03-26,09:00,10:00,09:09,10:00,1,1,0,Late
ST1201,Student_201,6,AI401,Artificial Intelligence,F103,2025-04-22,09:00,10:00,,,0,0,1,Absent
ST1006,Student_6,6,DS301,Data Science,F101,2025-01-25,09:00,10:00,09:08,10:00,1,1,0,Late
ST1171,Student_171,3,DS301,Data Science,F101,2025-05-28,09:00,10:00,09:00,10:00,1,0,0,On time
ST1172,Student_172,5,AI401,Artificial Intelligence,F103,2025-01-29,09:00,10:00,09:09,10:00,1,1,0,Late
ST1294,Student_294,6,DL402,Deep Learning,F104,2025-05-21,09:00,10:00,09:06,10:00,1,1,0,Late
ST1270,Student_270,5,ML302,Machine Learning,F102,2025-04-25,09:00,10:00,09:00,10:00,1,0,1,On time
ST1106,Student_106,6,DS301,Data Science,F101,2025-04-23,09:00,10:00,09:00,10:00,1,0,1,On time
ST1215,Student_215,6,DL402,Deep Learning,F104,2025-03-29,09:00,10:00,09:04,10:00,1,1,0,Late
ST1049,Student_49,5,ML302,Machine Learning,F102,2025-06-05,09:00,10:00,09:00,10:00,1,0,0,On time
ST1320,Student_320,5,AI401,Artificial Intelligence,F103,2025-07-03,09:00,10:00,09:00,10:00,1,0,0,On time
ST1370,Student_370,4,DL402,Deep Learning,F104,2025-04-09,09:00,10:00,09:00,10:00,1,0,0,On time
ST1047,Student_47,5,AI401,Artificial Intelligence,F103,2025-03-07,09:00,10:00,09:13,10:00,1,1,0,Late
ST1060,Student_60,3,BD403,Big Data Analytics,F105,2025-01-09,09:00,10:00,09:00,10:00,1,0,0,On time
ST1299,Student_299,3,AI401,Artificial Intelligence,F103,2025-01-09,09:00,10:00,09:00,10:00,1,0,0,On time
ST1407,Student_407,3,DL402,Deep Learning,F104,2025-03-18,09:00,10:00,09:00,10:00,1,0,0,On time
ST1263,Student_263,3,DL402,Deep Learning,F104,2025-01-17,09:00,10:00,09:00,10:00,1,0,0,On time
ST1466,Student_466,4,AI401,Artificial Intelligence,F103,2025-01-08,09:00,10:00,09:00,10:00,1,0,0,On time
ST1282,Student_282,3,ML302,Machine Learning,F102,2025-01-21,09:00,10:00,,,0,0,0,Absent
ST1337,Student_337,3,DL402,Deep Learning,F104,2025-05-06,09:00,10:00,09:03,10:00,1,1,0,Late
ST1468,Student_468,5,ML302,Machine Learning,F102,2025-05-01,09:00,10:00,,,0,0,0,Absent
ST1454,Student_454,5,DL402,Deep Learning,F104,2025-07-15,09:00,10:00,09:00,10:00,1,0,0,On time
ST1192,Student_192,6,DS301,Data Science,F101,2025-03-18,09:00,10:00,09:00,10:00,1,0,0,On time
ST1436,Student_436,4,DL402,Deep Learning,F104,2025-04-02,09:00,10:00,09:00,10:00,1,0,0,On time
ST1410,Student_410,4,AI401,Artificial Intelligence,F103,2025-01-08,09:00,10:00,09:00,10:00,1,0,0,On time
ST1230,Student_230,6,DS301,Data Science,F101,2025-02-03,09:00,10:00,,,0,0,0,Absent
ST1030,Student_30,5,AI401,Artificial Intelligence,F103,2025-07-01,09:00,10:00,09:00,10:00,1,0,0,On time
ST1155,Student_155,5,DS301,Data Science,F101,2025-06-23,09:00,10:00,09:04,10:00,1,1,1,Late
ST1318,Student_318,3,ML302,Machine Learning,F102,2025-02-22,09:00,10:00,,,0,0,1,Absent
ST1027,Student_27,4,AI401,Artificial Intelligence,F103,2025-05-06,09:00,10:00,09:00,10:00,1,0,0,On time
ST1180,Student_180,3,AI401,Artificial Intelligence,F103,2025-02-24,09:00,10:00,09:00,10:00,1,0,1,On time
ST1355,Student_355,4,BD403,Big Data Analytics,F105,2025-06-21,09:00,10:00,,,0,0,1,Absent
ST1018,Student_18,5,ML302,Machine Learning,F102,2025-03-27,09:00,10:00,09:00,10:00,1,0,0,On time
ST1027,Student_27,4,BD403,Big Data Analytics,F105,2025-03-06,09:00,10:00,09:00,10:00,1,0,0,On time
ST1003,Student_3,5,DS301,Data Science,F101,2025-02-14,09:00,10:00,09:00,10:00,1,0,0,On time
ST1401,Student_401,5,AI401,Artificial Intelligence,F103,2025-04-30,09:00,10:00,,,0,0,0,Absent
ST1141,Student_141,4,BD403,Big Data Analytics,F105,2025-01-27,09:00,10:00,09:00,10:00,1,0,0,On time
ST1098,Student_98,6,AI401,Artificial Intelligence,F103,2025-08-04,09:00,10:00,,,0,0,0,Absent
ST1140,Student_140,4,DL402,Deep Learning,F104,2025-03-04,09:00,10:00,09:00,10:00,1,0,0,On time
ST1032,Student_32,5,AI401,Artificial Intelligence,F103,2025-02-05,09:00,10:00,09:00,10:00,1,0,0,On time
ST1226,Student_226,6,AI401,Artificial Intelligence,F103,2025-05-23,09:00,10:00,,,0,0,0,Absent
ST1072,Student_72,4,DS301,Data Science,F101,2025-06-24,09:00,10:00,09:00,10:00,1,0,1,On time
ST1248,Student_248,4,BD403,Big Data Analytics,F105,2025-02-03,09:00,10:00,09:00,10:00,1,0,0,On time
ST1090,Student_90,3,BD403,Big Data Analytics,F105,2025-07-04,09:00,10:00,09:01,10:00,1,1,0,Late
ST1121,Student_121,6,AI401,Artificial Intelligence,F103,2025-09-04,09:00,10:00,09:12,10:00,1,1,0,Late
ST1293,Student_293,5,DS301,Data Science,F101,2025-05-22,09:00,10:00,09:12,10:00,1,1,0,Late
ST1354,Student_354,5,BD403,Big Data Analytics,F105,2025-03-21,09:00,10:00,,,0,0,0,Absent
ST1214,Student_214,3,DL402,Deep Learning,F104,2025-08-01,09:00,10:00,,,0,0,0,Absent
ST1470,Student_470,5,DS301,Data Science,F101,2025-02-04,09:00,10:00,09:09,10:00,1,1,0,Late
ST1051,Student_51,6,DS301,Data Science,F101,2025-01-28,09:00,10:00,09:00,10:00,1,0,0,On time
ST1171,Student_171,3,DS301,Data Science,F101,2025-01-27,09:00,10:00,,,0,0,0,Absent
ST1094,Student_94,5,ML302,Machine Learning,F102,2025-01-29,09:00,10:00,09:00,10:00,1,0,0,On time
ST1431,Student_431,4,AI401,Artificial Intelligence,F103,2025-08-09,09:00,10:00,,,0,0,0,Absent
ST1189,Student_189,5,DS301,Data Science,F101,2025-07-23,09:00,10:00,09:04,10:00,1,1,0,Late
ST1369,Student_369,3,ML302,Machine Learning,F102,2025-06-09,09:00,10:00,09:00,10:00,1,0,0,On time
ST1104,Student_104,6,ML302,Machine Learning,F102,2025-03-10,09:00,10:00,09:00,10:00,1,0,0,On time
ST1411,Student_411,4,ML302,Machine Learning,F102,2025-02-24,09:00,10:00,09:05,10:00,1,1,1,Late
ST1307,Student_307,4,DS301,Data Science,F101,2025-07-11,09:00,10:00,09:06,10:00,1,1,0,Late
ST1474,Student_474,4,ML302,Machine Learning,F102,2025-04-11,09:00,10:00,09:00,10:00,1,0,0,On time
ST1429,Student_429,4,DL402,Deep Learning,F104,2025-05-20,09:00,10:00,09:00,10:00,1,0,0,On time
ST1374,Student_374,5,BD403,Big Data Analytics,F105,2025-04-24,09:00,10:00,,,0,0,1,Absent
ST1116,Student_116,5,ML302,Machine Learning,F102,2025-01-22,09:00,10:00,,,0,0,0,Absent
ST1275,Student_275,4,DL402,Deep Learning,F104,2025-03-04,09:00,10:00,09:00,10:00,1,0,0,On time
ST1202,Student_202,4,DS301,Data Science,F101,2025-05-19,09:00,10:00,09:00,10:00,1,0,0,On time
ST1149,Student_149,3,AI401,Artificial Intelligence,F103,2025-04-12,09:00,10:00,09:00,10:00,1,0,0,On time
ST1185,Student_185,5,AI401,Artificial Intelligence,F103,2025-05-27,09:00,10:00,09:00,10:00,1,0,0,On time
ST1256,Student_256,6,ML302,Machine Learning,F102,2025-05-02,09:00,10:00,09:00,10:00,1,0,0,On time
ST1198,Student_198,6,BD403,Big Data Analytics,F105,2025-08-05,09:00,10:00,09:00,10:00,1,0,0,On time
ST1310,Student_310,4,ML302,Machine Learning,F102,2025-02-15,09:00,10:00,09:00,10:00,1,0,0,On time
ST1067,Student_67,4,DL402,Deep Learning,F104,2025-01-09,09:00,10:00,09:00,10:00,1,0,0,On time
ST1283,Student_283,4,DS301,Data Science,F101,2025-03-27,09:00,10:00,09:00,10:00,1,0,0,On time
ST1433,Student_433,6,DL402,Deep Learning,F104,2025-03-24,09:00,10:00,09:00,10:00,1,0,0,On time
ST1079,Student_79,4,ML302,Machine Learning,F102,2025-04-30,09:00,10:00,,,0,0,0,Absent
ST1053,Student_53,6,DL402,Deep Learning,F104,2025-07-12,09:00,10:00,09:00,10:00,1,0,0,On time
ST1093,Student_93,3,ML302,Machine Learning,F102,2025-09-06,09:00,10:00,09:00,10:00,1,0,0,On time
ST1277,Student_277,4,DS301,Data Science,F101,2025-07-25,09:00,10:00,,,0,0,0,Absent
ST1061,Student_61,5,DL402,Deep Learning,F104,2025-03-22,09:00,10:00,09:00,10:00,1,0,0,On time
ST1231,Student_231,4,DL402,Deep Learning,F104,2025-05-10,09:00,10:00,09:00,10:00,1,0,0,On time
ST1442,Student_442,6,ML302,Machine Learning,F102,2025-07-30,09:00,10:00,09:00,10:00,1,0,0,On time
ST1201,Student_201,6,DL402,Deep Learning,F104,2025-06-21,09:00,10:00,,,0,0,1,Absent
ST1202,Student_202,4,DL402,Deep Learning,F104,2025-04-19,09:00,10:00,09:00,10:00,1,0,0,On time
ST1104,Student_104,6,BD403,Big Data Analytics,F105,2025-02-03,09:00,10:00,09:05,10:00,1,1,0,Late
ST1356,Student_356,6,BD403,Big Data Analytics,F105,2025-01-07,09:00,10:00,09:01,10:00,1,1,0,Late
ST1175,Student_175,6,DS301,Data Science,F101,2025-04-07,09:00,10:00,09:13,10:00,1,1,0,Late
ST1153,Student_153,5,DS301,Data Science,F101,2025-01-10,09:00,10:00,09:00,10:00,1,0,0,On time
ST1366,Student_366,3,BD403,Big Data Analytics,F105,2025-07-05,09:00,10:00,09:00,10:00,1,0,0,On time
ST1228,Student_228,4,AI401,Artificial Intelligence,F103,2025-01-07,09:00,10:00,09:00,10:00,1,0,0,On time
ST1469,Student_469,3,DL402,Deep Learning,F104,2025-07-18,09:00,10:00,09:00,10:00,1,0,0,On time
ST1422,Student_422,4,DS301,Data Science,F101,2025-01-03,09:00,10:00,09:00,10:00,1,0,0,On time
ST1239,Student_239,3,DS301,Data Science,F101,2025-03-20,09:00,10:00,,,0,0,0,Absent
ST1459,Student_459,5,ML302,Machine Learning,F102,2025-01-13,09:00,10:00,09:00,10:00,1,0,0,On time
ST1254,Student_254,4,DS301,Data Science,F101,2025-04-07,09:00,10:00,09:00,10:00,1,0,0,On time
ST1194,Student_194,4,BD403,Big Data Analytics,F105,2025-04-08,09:00,10:00,09:08,10:00,1,1,0,Late
ST1195,Student_195,4,DL402,Deep Learning,F104,2025-04-03,09:00,10:00,09:12,10:00,1,1,0,Late
ST1105,Student_105,4,AI401,Artificial Intelligence,F103,2025-05-16,09:00,10:00,09:00,10:00,1,0,0,On time
ST1137,Student_137,6,BD403,Big Data Analytics,F105,2025-07-21,09:00,10:00,09:00,10:00,1,0,0,On time
ST1380,Student_380,6,BD403,Big Data Analytics,F105,2025-03-25,09:00,10:00,09:01,10:00,1,1,0,Late
ST1408,Student_408,6,DL402,Deep Learning,F104,2025-01-04,09:00,10:00,09:00,10:00,1,0,0,On time
ST1134,Student_134,4,DS301,Data Science,F101,2025-05-24,09:00,10:00,09:00,10:00,1,0,0,On time
ST1145,Student_145,4,AI401,Artificial Intelligence,F103,2025-06-28,09:00,10:00,09:00,10:00,1,0,0,On time
ST1080,Student_80,3,DL402,Deep Learning,F104,2025-07-09,09:00,10:00,,,0,0,0,Absent
ST1227,Student_227,6,BD403,Big Data Analytics,F105,2025-07-08,09:00,10:00,09:00,10:00,1,0,0,On time
ST1091,Student_91,3,DL402,Deep Learning,F104,2025-01-14,09:00,10:00,09:00,10:00,1,0,0,On time
ST1047,Student_47,5,DL402,Deep Learning,F104,2025-01-02,09:00,10:00,09:00,10:00,1,0,0,On time
ST1464,Student_464,5,DL402,Deep Learning,F104,2025-01-13,09:00,10:00,09:00,10:00,1,0,0,On time
ST1410,Student_410,4,ML302,Machine Learning,F102,2025-05-27,09:00,10:00,09:05,10:00,1,1,0,Late
ST1052,Student_52,6,DL402,Deep Learning,F104,2025-03-07,09:00,10:00,09:00,10:00,1,0,0,On time
ST1492,Student_492,5,BD403,Big Data Analytics,F105,2025-02-07,09:00,10:00,09:00,10:00,1,0,0,On time
ST1350,Student_350,4,ML302,Machine Learning,F102,2025-02-15,09:00,10:00,09:00,10:00,1,0,0,On time
ST1028,Student_28,6,DS301,Data Science,F101,2025-05-06,09:00,10:00,09:00,10:00,1,0,0,On time
ST1496,Student_496,3,AI401,Artificial Intelligence,F103,2025-01-03,09:00,10:00,09:00,10:00,1,0,0,On time
ST1192,Student_192,6,AI401,Artificial Intelligence,F103,2025-02-22,09:00,10:00,,,0,0,1,Absent
ST1469,Student_469,3,DL402,Deep Learning,F104,2025-04-29,09:00,10:00,09:00,10:00,1,0,0,On time
ST1020,Student_20,5,AI401,Artificial Intelligence,F103,2025-01-17,09:00,10:00,09:00,10:00,1,0,0,On time
ST1401,Student_401,5,DL402,Deep Learning,F104,2025-03-31,09:00,10:00,09:03,10:00,1,1,0,Late
ST1390,Student_390,5,DL402,Deep Learning,F104,2025-02-10,09:00,10:00,09:00,10:00,1,0,0,On time
ST1401,Student_401,5,AI401,Artificial Intelligence,F103,2025-03-11,09:00,10:00,09:00,10:00,1,0,0,On time
ST1343,Student_343,6,AI401,Artificial Intelligence,F103,2025-08-15,09:00,10:00,09:00,10:00,1,0,0,On time
ST1466,Student_466,4,DL402,Deep Learning,F104,2025-02-17,09:00,10:00,09:00,10:00,1,0,0,On time
ST1261,Student_261,4,AI401,Artificial Intelligence,F103,2025-08-29,09:00,10:00,09:00,10:00,1,0,0,On time
ST1238,Student_238,5,DS301,Data Science,F101,2025-02-10,09:00,10:00,09:08,10:00,1,1,0,Late
ST1479,Student_479,5,AI401,Artificial Intelligence,F103,2025-07-15,09:00,10:00,09:00,10:00,1,0,0,On time
ST1201,Student_201,6,AI401,Artificial Intelligence,F103,2025-02-11,09:00,10:00,09:12,10:00,1,1,0,Late
ST1306,Student_306,6,DS301,Data Science,F101,2025-05-31,09:00,10:00,09:00,10:00,1,0,0,On time
ST1289,Student_289,6,BD403,Big Data Analytics,F105,2025-02-05,09:00,10:00,09:00,10:00,1,0,0,On time
ST1431,Student_431,4,ML302,Machine Learning,F102,2025-01-06,09:00,10:00,09:00,10:00,1,0,0,On time
ST1274,Student_274,4,DS301,Data Science,F101,2025-05-31,09:00,10:00,09:00,10:00,1,0,0,On time
ST1240,Student_240,4,AI401,Artificial Intelligence,F103,2025-04-29,09:00,10:00,09:00,10:00,1,0,0,On time
ST1364,Student_364,6,ML302,Machine Learning,F102,2025-06-25,09:00,10:00,09:00,10:00,1,0,1,On time
ST1059,Student_59,3,ML302,Machine Learning,F102,2025-06-19,09:00,10:00,09:15,10:00,1,1,0,Late
ST1228,Student_228,4,BD403,Big Data Analytics,F105,2025-05-24,09:00,10:00,09:00,10:00,1,0,0,On time
ST1226,Student_226,6,DL402,Deep Learning,F104,2025-03-08,09:00,10:00,09:00,10:00,1,0,0,On time
ST1064,Student_64,3,DS301,Data Science,F101,2025-09-04,09:00,10:00,09:08,10:00,1,1,0,Late
ST1062,Student_62,6,DS301,Data Science,F101,2025-01-18,09:00,10:00,09:12,10:00,1,1,0,Late
ST1138,Student_138,5,BD403,Big Data Analytics,F105,2025-02-11,09:00,10:00,09:00,10:00,1,0,0,On time
ST1025,Student_25,6,BD403,Big Data Analytics,F105,2025-04-08,09:00,10:00,09:00,10:00,1,0,0,On time
ST1136,Student_136,5,DL402,Deep Learning,F104,2025-05-05,09:00,10:00,09:00,10:00,1,0,0,On time
ST1106,Student_106,6,ML302,Machine Learning,F102,2025-08-12,09:00,10:00,,,0,0,0,Absent
ST1430,Student_430,4,DS301,Data Science,F101,2025-02-27,09:00,10:00,09:06,10:00,1,1,0,Late
ST1416,Student_416,4,DL402,Deep Learning,F104,2025-03-25,09:00,10:00,09:00,10:00,1,0,0,On time
ST1151,Student_151,4,DL402,Deep Learning,F104,2025-06-24,09:00,10:00,,,0,0,1,Absent
ST1396,Student_396,3,DS301,Data Science,F101,2025-06-12,09:00,10:00,09:00,10:00,1,0,0,On time
ST1098,Student_98,6,DS301,Data Science,F101,2025-06-16,09:00,10:00,09:00,10:00,1,0,0,On time
ST1188,Student_188,5,ML302,Machine Learning,F102,2025-05-15,09:00,10:00,09:00,10:00,1,0,0,On time
ST1102,Student_102,6,DL402,Deep Learning,F104,2025-06-19,09:00,10:00,09:06,10:00,1,1,0,Late
ST1331,Student_331,4,DL402,Deep Learning,F104,2025-02-13,09:00,10:00,,,0,0,0,Absent
ST1338,Student_338,4,BD403,Big Data Analytics,F105,2025-08-11,09:00,10:00,09:04,10:00,1,1,0,Late
ST1461,Student_461,3,DS301,Data Science,F101,2025-06-04,09:00,10:00,09:00,10:00,1,0,0,On time
ST1483,Student_483,5,DL402,Deep Learning,F104,2025-04-26,09:00,10:00,09:08,10:00,1,1,1,Late
ST1500,Student_500,4,DS301,Data Science,F101,2025-05-21,09:00,10:00,,,0,0,0,Absent
ST1218,Student_218,5,AI401,Artificial Intelligence,F103,2025-06-10,09:00,10:00,09:00,10:00,1,0,0,On time
ST1263,Student_263,3,BD403,Big Data Analytics,F105,2025-06-24,09:00,10:00,09:00,10:00,1,0,1,On time
ST1290,Student_290,4,ML302,Machine Learning,F102,2025-01-22,09:00,10:00,09:00,10:00,1,0,0,On time
ST1473,Student_473,6,DS301,Data Science,F101,2025-05-07,09:00,10:00,09:00,10:00,1,0,0,On time
ST1355,Student_355,4,DL402,Deep Learning,F104,2025-06-06,09:00,10:00,09:00,10:00,1,0,0,On time
ST1192,Student_192,6,AI401,Artificial Intelligence,F103,2025-06-16,09:00,10:00,09:06,10:00,1,1,0,Late
ST1108,Student_108,4,ML302,Machine Learning,F102,2025-09-06,09:00,10:00,09:12,10:00,1,1,0,Late
ST1265,Student_265,5,ML302,Machine Learning,F102,2025-07-04,09:00,10:00,09:15,10:00,1,1,0,Late
ST1103,Student_103,3,DL402,Deep Learning,F104,2025-02-10,09:00,10:00,09:00,10:00,1,0,0,On time
ST1256,Student_256,6,BD403,Big Data Analytics,F105,2025-04-05,09:00,10:00,09:00,10:00,1,0,0,On time
ST1410,Student_410,4,DS301,Data Science,F101,2025-05-29,09:00,10:00,09:00,10:00,1,0,0,On time
ST1386,Student_386,3,AI401,Artificial Intelligence,F103,2025-06-11,09:00,10:00,09:00,10:00,1,0,0,On time
ST1118,Student_118,5,DS301,Data Science,F101,2025-08-06,09:00,10:00,09:00,10:00,1,0,0,On time
ST1406,Student_406,4,DL402,Deep Learning,F104,2025-02-22,09:00,10:00,09:00,10:00,1,0,1,On time
ST1483,Student_483,5,DS301,Data Science,F101,2025-05-15,09:00,10:00,,,0,0,0,Absent
ST1265,Student_265,5,DS301,Data Science,F101,2025-04-08,09:00,10:00,09:00,10:00,1,0,0,On time
ST1194,Student_194,4,ML302,Machine Learning,F102,2025-08-30,09:00,10:00,09:08,10:00,1,1,0,Late
ST1331,Student_331,4,AI401,Artificial Intelligence,F103,2025-08-18,09:00,10:00,09:00,10:00,1,0,0,On time
ST1429,Student_429,4,DS301,Data Science,F101,2025-08-27,09:00,10:00,09:08,10:00,1,1,0,Late
ST1199,Student_199,5,DS301,Data Science,F101,2025-02-18,09:00,10:00,09:00,10:00,1,0,0,On time
ST1015,Student_15,5,DL402,Deep Learning,F104,2025-01-17,09:00,10:00,09:00,10:00,1,0,0,On time
ST1137,Student_137,6,ML302,Machine Learning,F102,2025-06-14,09:00,10:00,,,0,0,0,Absent
ST1415,Student_415,6,DL402,Deep Learning,F104,2025-04-26,09:00,10:00,,,0,0,1,Absent
ST1289,Student_289,6,DL402,Deep Learning,F104,2025-08-25,09:00,10:00,09:00,10:00,1,0,0,On time
ST1258,Student_258,5,ML302,Machine Learning,F102,2025-03-03,09:00,10:00,,,0,0,0,Absent
ST1271,Student_271,3,DL402,Deep Learning,F104,2025-08-02,09:00,10:00,09:10,10:00,1,1,0,Late
ST1137,Student_137,6,DS301,Data Science,F101,2025-07-10,09:00,10:00,09:00,10:00,1,0,0,On time
ST1308,Student_308,5,DL402,Deep Learning,F104,2025-04-18,09:00,10:00,09:06,10:00,1,1,0,Late
ST1146,Student_146,5,DS301,Data Science,F101,2025-05-14,09:00,10:00,09:00,10:00,1,0,0,On time
